Price,City,Town,Neighbourhood,Total Square of Meter,Number of room,Number of floor,Floor of home,Credi Accepting,Kombi Doğalgaz Heating
11.750.000,Ankara,Pursaklar,Merkez Mahallesi,115,4,3,-1,Evet,1
11.750.000,Ankara,Etimesgut,Eryaman Mahallesi,135,4,17,0.5,Evet,1
11.750.000,Ankara,Keçiören,Yakacık Mahallesi,125,4,3,-1,Evet,1
11.670.000,Ankara,Çankaya,Aşıkpaşa Mahallesi,125,4,3,2,Evet,1
11.650.000,Ankara,Keçiören,Ayvalı Mahallesi,120,4,3,2,Evet,1
11.500.000,Ankara,Yenimahalle,Demetevler Mahallesi,120,4,7,7,Evet,1
11.500.000,Ankara,Mamak,Ege Mahallesi,145,4,11,10,Evet,1
11.500.000,Ankara,Mamak,Diriliş Mahallesi,120,4,9,4,Evet,1
11.500.000,Ankara,Pursaklar,Yunus Emre Mahallesi,135,4,3,3,Evet,1
11.500.000,Ankara,Keçiören,Hisar Mahallesi,135,4,3,2,Evet,1
11.500.000,Ankara,Mamak,Küçük Kayaş Mahallesi,130,4,4,1,Evet,1
11.500.000,Ankara,Polatlı,İstiklal Mahallesi,117,3,12,2,Evet,1
11.500.000,Ankara,Keçiören,Yayla Mahallesi,120,4,3,2,Evet,1
11.500.000,Ankara,Keçiören,Atapark Mahallesi,102,4,3,-2,Evet,1
11.500.000,Ankara,Sincan,Selçuklu Mahallesi,164,5,10,1,Evet,0
11.400.000,Ankara,Keçiören,Atapark Mahallesi,110,4,3,2,Hayır,1
11.375.000,Ankara,Etimesgut,Elvan Mahallesi,125,4,3,1,Evet,1
11.350.000,Ankara,Mamak,General Zeki Doğan Mahallesi,110,3,4,0.5,Evet,1
11.250.000,Ankara,Keçiören,Esertepe Mahallesi,180,5.5,14,14,Evet,0
11.250.000,Ankara,Mamak,Şahintepe Mahallesi,120,4,3,3,Evet,1
11.250.000,Ankara,Etimesgut,Süvari Mahallesi,250,5,3,3,Evet,1
11.250.000,Ankara,Keçiören,Basınevleri Mahallesi,115,4,2,1,Evet,1
11.050.000,Ankara,Keçiören,Ufuktepe Mahallesi,115,3,3,2,Evet,1
11.050.000,Ankara,Mamak,Şirintepe Mahallesi,135,4,3,2,Evet,1
11.000.000,Ankara,Çankaya,Harbiye Mahallesi,120,4,3,2,Evet,0
11.000.000,Ankara,Sincan,Selçuklu Mahallesi,125,4,3,2,Evet,1
11.000.000,Ankara,Sincan,Mareşal Çakmak Mahallesi,115,4,4,0.5,Evet,1
11.000.000,Ankara,Pursaklar,Merkez Mahallesi,190,5,8,6,Evet,1
11.000.000,Ankara,Mamak,General Zeki Doğan Mahallesi,140,4,3,1,Evet,1
11.000.000,Ankara,Mamak,General Zeki Doğan Mahallesi,115,3,4,0.5,Evet,1
11.000.000,Ankara,Keçiören,Ovacık Mahallesi,169,5,21,6,Evet,0
11.000.000,Ankara,Çankaya,İlkadım Mahallesi,100,3,3,0.5,Evet,1
11.000.000,Ankara,Pursaklar,Fatih Mahallesi,190,5,13,13,Evet,0
11.000.000,Ankara,Pursaklar,Merkez Mahallesi,120,4,3,-1,Evet,1
11.000.000,Ankara,Sincan,Osmanlı Mahallesi,120,4,4,3,Evet,1
11.000.000,Ankara,Keçiören,Ovacık Mahallesi,120,3,5,2,Evet,1
11.000.000,Ankara,Keçiören,Sancaktepe Mahallesi,200,5,15,5,Evet,0
11.000.000,Ankara,Etimesgut,Yeşilova Mahallesi,140,4,3,3,Evet,1
11.000.000,Ankara,Altındağ,Aydınlıkevler Mahallesi,120,4,3,3,Evet,1
10.990.000,Ankara,Çankaya,Aşıkpaşa Mahallesi,130,4,5,1,Evet,1
10.950.000,Ankara,Yenimahalle,Demetgül Mahallesi,120,4,6,3,Evet,1
10.950.000,Ankara,Sincan,Plevne Mahallesi,130,4,3,1,Evet,1
10.950.000,Ankara,Etimesgut,İstasyon Mahallesi,130,4,4,3,Evet,1
10.950.000,Ankara,Gölbaşı,Karşıyaka Mahallesi,137,4,3,1,Evet,1
10.900.000,Ankara,Çankaya,Sağlık Mahallesi,135,4,5,5,Evet,1
10.780.000,Ankara,Sincan,Alcı Mahallesi,149,4,6,6,Hayır,1
10.750.000,Ankara,Pursaklar,Mimar Sinan Mahallesi,200,5,14,3,Evet,0
10.750.000,Ankara,Keçiören,Pınarbaşı Mahallesi,110,4,4,-1,Evet,1
10.750.000,Ankara,Altındağ,Aydınlıkevler Mahallesi,90,3,3,0.5,Evet,1
10.750.000,Ankara,Keçiören,Yükseltepe Mahallesi,140,4,3,-1,Evet,1
10.750.000,Ankara,Keçiören,Güçlükaya Mahallesi,110,4,3,0.5,Evet,1
10.750.000,Ankara,Akyurt,Yıldırım Mahallesi,125,4,3,2,Evet,1
10.750.000,Ankara,Keçiören,Şehit Kubilay Mahallesi,165,4,10,10,Evet,1
10.750.000,Ankara,Çankaya,Söğütözü Mahallesi,250,5,35,18,Evet,0
10.750.000,Ankara,Pursaklar,Fatih Mahallesi,290,8,3,3,Evet,1
10.600.000,Ankara,Keçiören,Hisar Mahallesi,140,4,4,-1,Evet,1
10.500.000,Ankara,Keçiören,23 Nisan Mahallesi,115,3,3,0.5,Evet,1
10.500.000,Ankara,Sincan,Andiçen Mahallesi,110,3,4,1,Evet,1
10.500.000,Ankara,Etimesgut,Yeni Bağlıca Mahallesi,120,4,5,3,Evet,1
10.500.000,Ankara,Keçiören,Osmangazi Mahallesi,135,4,3,2,Evet,1
10.500.000,Ankara,Sincan,Fevzi Çakmak Mahallesi,155,4,4,1,Evet,1
10.500.000,Ankara,Keçiören,Uyanış Mahallesi,260,6,4,3,Evet,1
10.500.000,Ankara,Akyurt,Yıldırım Mahallesi,138,4,6,0.5,Hayır,1
10.500.000,Ankara,Keçiören,Yayla Mahallesi,105,4,3,0,Evet,1
10.500.000,Ankara,Keçiören,Etlik Mahallesi,110,3,3,-1,Evet,0
10.500.000,Ankara,Mamak,Saimekadın Mahallesi,115,4,6,1,Evet,1
10.500.000,Ankara,Keçiören,Çiçekli Mahallesi,91,3,3,-1,Evet,1
10.500.000,Ankara,Sincan,Mustafa Kemal Mahallesi,175,5,4,2,Evet,1
10.500.000,Ankara,Keçiören,Bademlik Mahallesi,125,3,3,2,Evet,1
10.500.000,Ankara,Etimesgut,Topçu Mahallesi,120,4,5,2,Evet,1
10.500.000,Ankara,Pursaklar,Mimar Sinan Mahallesi,185,5,17,6,Evet,1
10.500.000,Ankara,Pursaklar,Merkez Mahallesi,115,4,3,-1,Evet,1
10.500.000,Ankara,Mamak,Mutlu Mahallesi,120,4,5,-1,Bilinmiyor,1
10.500.000,Ankara,Pursaklar,Tevfik İleri Mahallesi,160,4,14,14,Evet,0
10.500.000,Ankara,Yenimahalle,Yeşilevler Mahallesi,200,5,12,6,Evet,1
10.500.000,Ankara,Sincan,Osmanlı Mahallesi,130,4,4,3,Evet,1
10.500.000,Ankara,Mamak,Diriliş Mahallesi,115,4,3,0,Evet,1
10.500.000,Ankara,Çankaya,Yaşamkent Mahallesi,160,5.5,11,6,Evet,1
10.500.000,Ankara,Sincan,Selçuklu Mahallesi,130,4,4,3,Evet,1
10.500.000,Ankara,Pursaklar,Mimar Sinan Mahallesi,125,4,4,4,Evet,1
10.400.000,Ankara,Keçiören,Şenlik Mahallesi,120,4,14,11,Evet,1
10.350.000,Ankara,Mamak,Akşemsettin Mahallesi,135,4,3,2,Evet,1
10.349.000,Ankara,Pursaklar,Yunus Emre Mahallesi,155,4,8,0.5,Evet,1
10.300.000,Ankara,Sincan,Plevne Mahallesi,125,4,4,3,Hayır,1
10.300.000,Ankara,Sincan,Plevne Mahallesi,100,3,4,3,Hayır,1
10.300.000,Ankara,Çankaya,İlkadım Mahallesi,130,4,2,0.5,Evet,1
10.250.000,Ankara,Çankaya,Prof. Dr. Ahmet Taner Kışlalı Mahallesi,160,4,15,13,Evet,0
10.250.000,Ankara,Etimesgut,Piyade Mahallesi,125,4,4,-1,Evet,1
10.235.000,Ankara,Etimesgut,Alsancak Mahallesi,225,6,4,4,Evet,1
10.200.000,Ankara,Pursaklar,Yunus Emre Mahallesi,90,3,3,1,Evet,1
10.200.000,Ankara,Mamak,Mutlu Mahallesi,135,4,3,1,Evet,1
10.150.000,Ankara,Çankaya,Bahçelievler Mahallesi,120,4,3,3,Hayır,1
10.150.000,Ankara,Keçiören,Atapark Mahallesi,130,5,4,0,Evet,1
10.150.000,Ankara,Yenimahalle,Esentepe Mahallesi,70,2,4,0.5,Evet,1
10.090.000,Ankara,Keçiören,23 Nisan Mahallesi,85,3,4,0.5,Bilinmiyor,1
10.000.000,Ankara,Çankaya,Osman Temiz Mahallesi,115,4,3,2,Evet,1
10.000.000,Ankara,Yenimahalle,Turgut Özal Mahallesi,176,5,17,10,Evet,0
10.000.000,Ankara,Keçiören,Bademlik Mahallesi,135,4,3,3,Evet,1
10.000.000,Ankara,Etimesgut,Yapracık Mahallesi,85,3,11,-1,Evet,0
10.000.000,Ankara,Sincan,Ulubatlı Hasan Mahallesi,130,4.5,5,5,Evet,1
10.000.000,Ankara,Keçiören,İncirli Mahallesi,125,4,2,2,Evet,1
10.000.000,Ankara,Polatlı,Yeni Mahallesi,105,3,4,2,Evet,1
10.000.000,Ankara,Çankaya,Oğuzlar Mahallesi,160,4,3,2,Evet,1
10.000.000,Ankara,Keçiören,Ufuktepe Mahallesi,135,4,3,1,Evet,1
10.000.000,Ankara,Etimesgut,Yeşilova Mahallesi,110,4,9,7,Evet,0
10.000.000,Ankara,Etimesgut,Yapracık Mahallesi,96,3,9,2,Evet,0
10.000.000,Ankara,Keçiören,Karakaya Mahallesi,140,4,3,2,Evet,1
10.000.000,Ankara,Etimesgut,Atayurt Mahallesi,97,3,9,1,Evet,0
10.000.000,Ankara,Çankaya,Birlik Mahallesi,83,3,3,1,Evet,0
10.000.000,Ankara,Keçiören,Ufuktepe Mahallesi,125,4,3,0.5,Evet,1
10.000.000,Ankara,Keçiören,Ayvalı Mahallesi,110,4,2,2,Evet,1
10.000.000,Ankara,Etimesgut,Ahi Mesut Mahallesi,200,5,13,3,Evet,0
9.999.999,Ankara,Altındağ,Aydınlıkevler Mahallesi,130,4,3,2,Evet,1
9.950.000,Ankara,Altındağ,Karapürçek Mahallesi,116,4,3,-1,Hayır,1
9.900.000,Ankara,Etimesgut,Yeni Bağlıca Mahallesi,175,5,11,5,Evet,0
9.900.000,Ankara,Altındağ,Aydınlıkevler Mahallesi,120,4,3,2,Evet,1
9.900.000,Ankara,Çankaya,Çayyolu Mahallesi,95,3,6,-3,Evet,0
9.850.000,Ankara,Keçiören,Güçlükaya Mahallesi,130,4,3,2,Evet,1
9.800.000,Ankara,Mamak,Altıağaç Mahallesi,89,3,5,5,Hayır,0
9.750.000,Ankara,Keçiören,Karakaya Mahallesi,115,4,4,0,Evet,1
9.750.000,Ankara,Keçiören,Aşağı Eğlence Mahallesi,130,4,3,2,Evet,1
9.750.000,Ankara,Altındağ,Baraj Mahallesi,166,4,9,0,Hayır,0
9.750.000,Ankara,Sincan,İstasyon Mahallesi,120,4,4,2,Bilinmiyor,1
9.750.000,Ankara,Mamak,Ege Mahallesi,50,2,14,11,Evet,0
9.750.000,Ankara,Altındağ,Karapürçek Mahallesi,125,4,3,2,Evet,1
9.750.000,Ankara,Mamak,Bahçelerüstü Mahallesi,115,3,3,-1,Evet,1
9.750.000,Ankara,Keçiören,Etlik Mahallesi,130,4,3,1,Evet,1
9.750.000,Ankara,Keçiören,Etlik Mahallesi,130,4,2,2,Evet,1
9.750.000,Ankara,Mamak,Gülveren Mahallesi,135,4,4,2,Evet,1
9.750.000,Ankara,Yenimahalle,Pamuklar Mahallesi,155,4,14,10,Evet,0
9.750.000,Ankara,Keçiören,Karakaya Mahallesi,125,4,5,-1,Evet,1
9.700.000,Ankara,Keçiören,Esertepe Mahallesi,150,4,3,2,Evet,1
9.700.000,Ankara,Mamak,Şahintepe Mahallesi,125,4,3,2,Evet,1
9.600.000,Ankara,Keçiören,Adnan Menderes Mahallesi,110,4,3,3,Evet,1
9.600.000,Ankara,Etimesgut,Süvari Mahallesi,115,4,3,2,Evet,1
9.600.000,Ankara,Keçiören,Karakaya Mahallesi,145,4,4,0.5,Evet,1
9.600.000,Ankara,Mamak,Abidinpaşa Mahallesi,90,3,4,0,Evet,1
9.600.000,Ankara,Etimesgut,Süvari Mahallesi,80,3,3,-1,Evet,1
9.500.000,Ankara,Etimesgut,Bağlıca Mahallesi,150,4,7,2,Evet,1
9.500.000,Ankara,Yenimahalle,Karacakaya Mahallesi,85,3,13,4,Evet,0
9.500.000,Ankara,Etimesgut,Göksu Mahallesi,200,5,15,10,Evet,0
9.500.000,Ankara,Çankaya,Aziziye Mahallesi,120,4,3,3,Evet,0
9.500.000,Ankara,Mamak,Aşık Veysel Mahallesi,125,3,4,0,Evet,1
9.500.000,Ankara,Keçiören,Köşk Mahallesi,100,3,3,0.5,Evet,1
9.500.000,Ankara,Pursaklar,Yunus Emre Mahallesi,110,4,3,-3,Evet,1
9.500.000,Ankara,Gölbaşı,İncek Mahallesi,60,2,3,1,Evet,1
9.500.000,Ankara,Keçiören,Etlik Mahallesi,115,4,3,3,Evet,1
9.500.000,Ankara,Pursaklar,Saray Cumhuriyet Mahallesi,200,5,14,12,Evet,0
9.500.000,Ankara,Mamak,Türközü Mahallesi,205,6,3,3,Evet,1
9.500.000,Ankara,Mamak,Ege Mahallesi,125,4,18,10,Evet,0
9.500.000,Ankara,Sincan,Akşemsettin Mahallesi,125,4,4,0.5,Bilinmiyor,1
9.500.000,Ankara,Mamak,Yeşilbayır Mahallesi,110,4,5,-1,Evet,1
9.500.000,Ankara,Pursaklar,Merkez Mahallesi,125,4,3,2,Evet,1
9.500.000,Ankara,Keçiören,Çiçekli Mahallesi,105,3,3,-1,Evet,1
9.500.000,Ankara,Mamak,Şirintepe Mahallesi,110,4,3,2,Evet,1
9.500.000,Ankara,Sincan,Akşemsettin Mahallesi,150,5,4,4,Evet,1
9.500.000,Ankara,Keçiören,Osmangazi Mahallesi,115,4,3,1,Evet,1
9.500.000,Ankara,Çankaya,Esatoğlu Mahallesi,150,4,6,1,Evet,1
9.500.000,Ankara,Keçiören,Etlik Mahallesi,100,3,3,0.5,Evet,1
9.500.000,Ankara,Keçiören,Ayvalı Mahallesi,125,4,3,2,Evet,1
9.500.000,Ankara,Pursaklar,Merkez Mahallesi,120,4,3,2,Evet,1
9.450.000,Ankara,Sincan,Mustafa Kemal Mahallesi,165,4,11,3,Evet,0
9.450.000,Ankara,Pursaklar,Mimar Sinan Mahallesi,120,4,3,3,Evet,1
9.400.000,Ankara,Mamak,Türközü Mahallesi,365,6,10,10,Evet,1
9.400.000,Ankara,Sincan,Andiçen Mahallesi,210,5,4,4,Evet,1
9.400.000,Ankara,Sincan,Selçuklu Mahallesi,130,4,4,1,Evet,1
9.380.000,Ankara,Pursaklar,Fatih Mahallesi,125,4,3,1,Evet,1
9.350.000,Ankara,Kahramankazan,Atatürk Mahallesi,185,5,11,8,Evet,0
9.350.000,Ankara,Sincan,29 Ekim Mahallesi,135,4,4,4,Evet,1
9.300.000,Ankara,Keçiören,Aşağı Eğlence Mahallesi,100,3,3,3,Evet,1
9.250.000,Ankara,Mamak,Altıağaç Mahallesi,85,3,7,3,Hayır,0
9.250.000,Ankara,Keçiören,Yükseltepe Mahallesi,135,4,5,4,Evet,1
9.250.000,Ankara,Sincan,Mareşal Çakmak Mahallesi,125,4,4,1,Evet,1
9.250.000,Ankara,Keçiören,Güzelyurt Mahallesi,100,3,4,0,Evet,1
9.250.000,Ankara,Keçiören,Şenyuva Mahallesi,170,4,8,1,Evet,0
9.250.000,Ankara,Keçiören,Karakaya Mahallesi,145,4,4,3,Evet,1
9.250.000,Ankara,Keçiören,Yükseltepe Mahallesi,135,4,6,4,Evet,1
9.250.000,Ankara,Sincan,Pınarbaşı Mahallesi,125,4,5,3,Evet,1
9.249.000,Ankara,Mamak,Abidinpaşa Mahallesi,75,3,4,0,Evet,1
9.200.000,Ankara,Sincan,Osmanlı Mahallesi,130,4,3,2,Evet,1
9.200.000,Ankara,Keçiören,Ayvalı Mahallesi,150,4,3,1,Evet,1
9.172.000,Ankara,Pursaklar,Ayyıldız Mahallesi,85,3,4,0.5,Evet,1
9.150.000,Ankara,Sincan,Selçuklu Mahallesi,125,4,4,3,Evet,1
9.150.000,Ankara,Keçiören,Ovacık Mahallesi,210,5,18,17,Evet,0
9.100.000,Ankara,Etimesgut,Ahi Mesut Mahallesi,165,4,4,1,Evet,1
9.100.000,Ankara,Mamak,Durali Alıç Mahallesi,110,3,7,3,Evet,0
9.045.931,Ankara,Keçiören,Uyanış Mahallesi,135,4,4,4,Evet,1
9.000.000,Ankara,Çankaya,Mürsel Uluç Mahallesi,110,3,3,0,Evet,1
9.000.000,Ankara,Çankaya,Kırkkonaklar Mahallesi,180,5,4,4,Evet,1
9.000.000,Ankara,Çankaya,Osman Temiz Mahallesi,110,4,3,0.5,Evet,1
9.000.000,Ankara,Sincan,Akşemsettin Mahallesi,125,4,4,0.5,Bilinmiyor,1
9.000.000,Ankara,Sincan,Menderes Mahallesi,170,5,13,3,Hayır,0
9.000.000,Ankara,Keçiören,Yeşiltepe Mahallesi,120,4,5,0.5,Evet,1
9.000.000,Ankara,Sincan,Plevne Mahallesi,120,4,5,2,Evet,1
9.000.000,Ankara,Sincan,Menderes Mahallesi,147,4,4,2,Hayır,1
9.000.000,Ankara,Keçiören,Karakaya Mahallesi,140,4,3,-2,Evet,1
9.000.000,Ankara,Sincan,Atatürk Mahallesi,150,4,3,2,Evet,1
9.000.000,Ankara,Keçiören,Ufuktepe Mahallesi,150,4,3,3,Evet,1
9.000.000,Ankara,Sincan,Andiçen Mahallesi,130,4,3,1,Evet,1
9.000.000,Ankara,Sincan,Akşemsettin Mahallesi,130,4,3,3,Evet,1
9.000.000,Ankara,Mamak,Boğaziçi Mahallesi,150,4,4,1,Evet,1
8.999.999,Ankara,Pursaklar,Merkez Mahallesi,115,4,3,0.5,Evet,1
8.990.000,Ankara,Çankaya,Güvenevler Mahallesi,115,4,4,2,Evet,0
8.985.000,Ankara,Çankaya,Çukurambar Mahallesi,220,5,8,8,Evet,1
8.950.000,Ankara,Yenimahalle,İnönü Mahallesi,120,4,4,3,Evet,0
8.950.000,Ankara,Sincan,Mareşal Çakmak Mahallesi,105,3,4,2,Evet,1
8.950.000,Ankara,Çankaya,Kırkkonaklar Mahallesi,125,4,3,0,Evet,1
8.950.000,Ankara,Mamak,Başak Mahallesi,120,4,3,0.5,Evet,1
8.950.000,Ankara,Yenimahalle,Kentkoop Mahallesi,150,4,6,3,Evet,1
8.950.000,Ankara,Yenimahalle,Avcılar Mahallesi,175,4,15,8,Evet,0
8.950.000,Ankara,Sincan,Fevzi Çakmak Mahallesi,160,5,3,1,Evet,1
8.950.000,Ankara,Keçiören,İncirli Mahallesi,125,4,3,1,Evet,1
8.900.000,Ankara,Sincan,Mustafa Kemal Mahallesi,180,5,10,9,Evet,0
8.900.000,Ankara,Mamak,Cengizhan Mahallesi,210,5,35,27,Evet,0
8.900.000,Ankara,Sincan,Ulubatlı Hasan Mahallesi,125,4,5,3,Evet,1
8.900.000,Ankara,Yenimahalle,Çiğdemtepe Mahallesi,200,5,15,5,Evet,0
8.900.000,Ankara,Altındağ,Battalgazi Mahallesi,130,4,4,0.5,Evet,1
8.850.000,Ankara,Çankaya,Güzeltepe Mahallesi,115,4,8,5,Evet,0
8.800.000,Ankara,Gölbaşı,İncek Mahallesi,50,2,3,0.5,Evet,0
8.800.000,Ankara,Keçiören,İncirli Mahallesi,120,4,3,1,Evet,1
8.800.000,Ankara,Sincan,Akşemsettin Mahallesi,120,4,4,0.5,Evet,1
8.794.950,Ankara,Sincan,Selçuklu Mahallesi,125,4,4,3,Evet,1
8.750.000,Ankara,Mamak,Fahri Korutürk Mahallesi,165,4,3,0.5,Evet,1
8.750.000,Ankara,Mamak,Yeşilbayır Mahallesi,125,3,5,-4,Evet,1
8.750.000,Ankara,Keçiören,Çaldıran Mahallesi,260,7,3,3,Bilinmiyor,1
8.750.000,Ankara,Yenimahalle,Demetgül Mahallesi,110,4,11,0.5,Bilinmiyor,1
8.750.000,Ankara,Mamak,Yeşilbayır Mahallesi,149,5,5,5,Evet,1
8.750.000,Ankara,Sincan,Akşemsettin Mahallesi,110,4,4,0.5,Bilinmiyor,1
8.750.000,Ankara,Pursaklar,Saray Cumhuriyet Mahallesi,190,5,9,2,Evet,1
8.750.000,Ankara,Polatlı,Şentepe Mahallesi,185,5,6,4,Evet,1
8.750.000,Ankara,Polatlı,Şentepe Mahallesi,150,4,10,4,Bilinmiyor,1
8.750.000,Ankara,Mamak,Yeşilbayır Mahallesi,95,3,5,0,Evet,1
8.750.000,Ankara,Yenimahalle,Gazi Mahallesi,110,4,3,0,Evet,1
8.750.000,Ankara,Altındağ,Örnek Mahallesi,90,3,4,2,Evet,1
8.750.000,Ankara,Mamak,Zirvekent Mahallesi,100,3,4,0.5,Evet,1
8.750.000,Ankara,Mamak,Ege Mahallesi,85,3,30,7,Evet,0
8.750.000,Ankara,Çankaya,İlkbahar Mahallesi,140,4,30,18,Evet,0
8.750.000,Ankara,Keçiören,Yükseltepe Mahallesi,110,4,4,2,Evet,1
8.750.000,Ankara,Mamak,Abidinpaşa Mahallesi,100,4,3,1,Evet,1
8.750.000,Ankara,Altındağ,Karapürçek Mahallesi,100,4,5,-1,Hayır,1
8.750.000,Ankara,Pursaklar,Tevfik İleri Mahallesi,190,5,12,3,Evet,0
8.700.000,Ankara,Etimesgut,Atayurt Mahallesi,137,4,6,3,Evet,0
8.700.000,Ankara,Sincan,29 Ekim Mahallesi,150,5,4,1,Evet,1
8.700.000,Ankara,Sincan,Fevzi Çakmak Mahallesi,160,5,4,1,Evet,1
8.700.000,Ankara,Mamak,Altıağaç Mahallesi,85,3,7,0,Hayır,0
8.700.000,Ankara,Mamak,Yeşilbayır Mahallesi,130,5,4,2,Evet,1
8.700.000,Ankara,Sincan,Tandoğan Mahallesi,95,3,3,2,Evet,1
8.699.000,Ankara,Çankaya,Kavaklıdere Mahallesi,115,4,4,0,Evet,1
8.650.000,Ankara,Çankaya,Nasuh Akar Mahallesi,120,4,3,Bahçe Dublex,Evet,1
8.600.000,Ankara,Sincan,Mareşal Çakmak Mahallesi,120,4,4,2,Evet,1
8.600.000,Ankara,Etimesgut,Süvari Mahallesi,90,3,3,-1,Evet,1
8.600.000,Ankara,Keçiören,Ayvalı Mahallesi,130,4,3,2,Evet,1
8.600.000,Ankara,Keçiören,Kanuni Mahallesi,130,4,3,-2,Evet,1
8.550.000,Ankara,Keçiören,Esertepe Mahallesi,155,4,3,2,Evet,1
8.550.000,Ankara,Yenimahalle,Yeni Batı Mahallesi,120,3,15,2,Evet,0
8.530.000,Ankara,Keçiören,Etlik Mahallesi,120,3,7,2,Evet,1
8.500.000,Ankara,Mamak,Peyami Safa Mahallesi,130,4,3,1,Evet,1
8.500.000,Ankara,Sincan,Plevne Mahallesi,125,4,4,3,Bilinmiyor,1
8.500.000,Ankara,Altındağ,Karapürçek Mahallesi,135,4,3,1,Evet,1
8.500.000,Ankara,Etimesgut,Tunahan Mahallesi,155,4.5,11,10,Bilinmiyor,1
8.500.000,Ankara,Keçiören,Yükseltepe Mahallesi,140,4,4,1,Evet,1
8.500.000,Ankara,Keçiören,Etlik Mahallesi,135,4,4,2,Evet,1
8.500.000,Ankara,Altındağ,Karapürçek Mahallesi,135,4,3,2,Evet,1
8.500.000,Ankara,Altındağ,Baraj Mahallesi,170,4,8,4,Hayır,0
8.500.000,Ankara,Çankaya,Çukurambar Mahallesi,190,5,5,0,Evet,1
8.500.000,Ankara,Altındağ,Baraj Mahallesi,140,5,5,4,Evet,0
8.500.000,Ankara,Mamak,Akşemsettin Mahallesi,105,3,3,0.5,Evet,1
8.500.000,Ankara,Etimesgut,Bağlıca Mahallesi,210,5,15,1,Evet,0
8.500.000,Ankara,Keçiören,Ayvalı Mahallesi,95,2,3,-1,Evet,1
8.500.000,Ankara,Keçiören,Karşıyaka Mahallesi,145,4,5,3,Evet,1
8.500.000,Ankara,Etimesgut,Ayyıldız Mahallesi,145,4,3,0.5,Evet,1
8.500.000,Ankara,Yenimahalle,Susuz Mahallesi,165,5,12,7,Evet,1
8.500.000,Ankara,Çankaya,Cevizlidere Mahallesi,95,3,4,-1,Evet,1
8.500.000,Ankara,Etimesgut,Bağlıca Mahallesi,175,5,14,3,Evet,0
8.500.000,Ankara,Keçiören,Ayvalı Mahallesi,100,3,3,-1,Evet,1
8.500.000,Ankara,Sincan,29 Ekim Mahallesi,135,4,6,0.5,Evet,1
8.500.000,Ankara,Polatlı,İstiklal Mahallesi,205,4,13,4,Evet,1
8.500.000,Ankara,Polatlı,Kurtuluş Mahallesi,200,4,3,3,Evet,1
8.500.000,Ankara,Polatlı,İstiklal Mahallesi,205,5,10,1,Evet,1
8.500.000,Ankara,Keçiören,Karakaya Mahallesi,115,3,3,-3,Evet,1
8.500.000,Ankara,Keçiören,Ovacık Mahallesi,185,4.5,12,2,Evet,0
8.500.000,Ankara,Çankaya,Aydınlar Mahallesi,100,3,3,0.5,Evet,1
8.500.000,Ankara,Pursaklar,Mimar Sinan Mahallesi,130,4,3,2,Evet,1
8.500.000,Ankara,Çankaya,Büyükesat Mahallesi,2.000,9,3,0,Evet,1
8.500.000,Ankara,Mamak,Yeni Bayındır Mahallesi,120,4,4,-1,Evet,1
8.500.000,Ankara,Polatlı,Şentepe Mahallesi,180,4,5,0,Evet,1
8.500.000,Ankara,Mamak,Harman Mahallesi,350,7,14,14,Evet,0
8.500.000,Ankara,Keçiören,Şenyuva Mahallesi,120,4,13,2,Evet,0
8.499.000,Ankara,Mamak,Durali Alıç Mahallesi,135,4,12,-1,Evet,1
8.450.000,Ankara,Pursaklar,Fatih Mahallesi,190,5,9,9,Evet,1
8.450.000,Ankara,Pursaklar,Merkez Mahallesi,130,4,3,1,Evet,1
8.450.000,Ankara,Pursaklar,Merkez Mahallesi,95,3,3,-1,Evet,1
8.450.000,Ankara,Pursaklar,Merkez Mahallesi,95,4,4,-1,Evet,1
8.400.000,Ankara,Pursaklar,Merkez Mahallesi,130,4,3,1,Evet,1
8.400.000,Ankara,Pursaklar,Merkez Mahallesi,125,4,3,2,Evet,1
8.350.000,Ankara,Pursaklar,Merkez Mahallesi,115,4,3,0,Evet,1
8.350.000,Ankara,Sincan,Plevne Mahallesi,120,4,4,4,Evet,1
8.350.000,Ankara,Sincan,Plevne Mahallesi,125,4,4,4,Evet,1
8.300.000,Ankara,Çankaya,Malazgirt Mahallesi,160,4,4,3,Evet,1
8.300.000,Ankara,Çankaya,Öveçler Mahallesi,125,4,3,1,Evet,1
8.300.000,Ankara,Pursaklar,Yunus Emre Mahallesi,130,4,3,-3,Evet,1
8.250.000,Ankara,Pursaklar,Merkez Mahallesi,125,4,4,2,Evet,1
8.250.000,Ankara,Polatlı,Şehitlik Mahallesi,200,5,12,11,Evet,1
8.250.000,Ankara,Pursaklar,Yunus Emre Mahallesi,95,3,3,-1,Evet,1
8.250.000,Ankara,Çankaya,Harbiye Mahallesi,130,4,3,3,Evet,0
8.250.000,Ankara,Keçiören,Bademlik Mahallesi,130,4,3,1,Evet,1
8.250.000,Ankara,Etimesgut,Kazım Karabekir Mahallesi,130,4,4,2,Evet,1
8.250.000,Ankara,Pursaklar,Mimar Sinan Mahallesi,125,4,3,2,Evet,1
8.250.000,Ankara,Keçiören,Uyanış Mahallesi,130,4,3,1,Evet,1
8.250.000,Ankara,Çankaya,İlkadım Mahallesi,110,3,4,0.5,Evet,1
8.250.000,Ankara,Pursaklar,Merkez Mahallesi,250,5,3,3,Evet,1
